RQ000001,"{'-汽油-115-MT-两驱': '4650x1835x1715,1735'}"
RQ019865,{'1.8-汽油-118-AT-两驱': '4676x1888x1765'}
RQ019866,"{'1.8-柴油-45-MT-两驱': '4745,4825x1775x2530'}"
RQ019867,{'1.8-汽油-102-AT-两驱': '4705x1782x1465'}
RQ019868,{'1.8-汽油-104-AT-两驱': '4600x1800x1475'}
RQ019869,{'1.8-汽油-105-AT-两驱': '4720x1815x1465'}
RQ019870,{'1.8-汽油-138-AT-两驱': '5095x1875x1485'}
RQ019871,{'1.8-汽油-118-MT-两驱': '4653x1827x1480'}
RQ019872,{'1.8-汽油-137-AT-两驱': '4860x1812x1472'}
RQ019873,{'1.8-汽油-98-DCT-两驱': '4648x1827x1483'}
RQ019874,{'1.8-汽油-118-DCT-两驱': '4644x1778x1482'}
RQ019875,{'1.8-汽油-104-AT-两驱': '4667x1775x1530'}
RQ019876,{'1.8-汽油-118-AT-两驱': '4834x1817x1462'}
RQ019877,{'1.8-汽油-132-DCT-两驱': '4462x1796x1421'}
RQ019878,"{'1.8-汽油-118-DCT-两驱': '4569,4594x1769x1462'}"
RQ019879,{'1.8-汽油-101-AMT-两驱': '4620x1810x1750'}
RQ019880,{'1.8-汽油-98-AT-两驱': '4635x1789x1470'}
RQ019881,{'1.8-柴油-40-MT-两驱': '4870x1712x2020'}
RQ019882,"{'1.8-汽油-130-MT-两驱': '4670,4735x1790x1450'}"
RQ019883,{'1.8-汽油-130-MT-两驱': '4670x1790x1450'}
RQ019884,{'1.8-汽油-130-DCT-两驱': '4744x1929x1647'}
RQ019885,{'1.8-汽油-98-MT-两驱': '4590x1734x1470'}
RQ019886,{'1.8-汽油-100-MT-两驱': '4664x1750x1505'}
RQ019887,{'1.8-柴油-40-MT-两驱': '4925x1700x2020'}
RQ019888,{'2.0-汽油-172-DCT-两驱': '4749x1931x1655'}
RQ019889,"{'1.8-柴油-40-MT-两驱': '4455,4540x1650x2570'}"
RQ019890,{'1.8-柴油-40-MT-两驱': '4750x1770x2100'}
RQ019891,"{'1.8-柴油-40-MT-两驱': '5040x1852,1752x2650'}"
RQ019892,"{'1.8-柴油-40-MT-两驱': '4490,4660x1610x1945'}"
RQ019893,"{'1.8-柴油-45-MT-两驱': '4755,5375x1700x2140'}"
RQ019894,{'1.8-柴油-45-MT-两驱': '4755x1700x2140'}
RQ019895,"{'1.8-柴油-45-MT-两驱': '4790,4870,5190,5270,5070,5320,5420x1775,1850x2440,2540'}"
RQ019896,"{'1.8-柴油-45-MT-两驱': '4790,4870,5190,5270x1775x2440'}"
RQ019897,"{'1.8-柴油-47-MT-两驱': '4830x1715x2490,2590'}"
RQ019898,{'1.8-柴油-40-MT-两驱': '5030x1762x2510'}
RQ019899,{'1.8-柴油-40-MT-两驱': '4795x1625x2000'}
RQ019900,{'1.8-柴油-40-MT-两驱': '4870x1762x2020'}
RQ019901,"{'1.8-柴油-40-MT-两驱': '4740,5075x1660x2025'}"
RQ019902,{'1.8-柴油-40-MT-两驱': '4740x1660x2025'}
RQ019903,"{'1.8-柴油-50-MT-两驱': '4760,4820,4960,5020x1605x1925'}"
RQ019904,{'1.8-柴油-40-MT-两驱': '5030x1712x2510'}
RQ019905,"{'1.8-柴油-40-MT-两驱': '4946,5246x1760x2444,2574'}"
RQ019906,"{'1.8-柴油-45-MT-两驱': '5370,5020x1750x2580,2480'}"
RQ019907,"{'1.8-柴油-45-MT-两驱': '5420,5070x1775,1850x2580,2480'}"
RQ019908,"{'1.8-柴油-45-MT-两驱': '5420x1775x2580,2480'}"
RQ019909,"{'1.8-柴油-43-MT-两驱': '4780,5090x1660x2540'}"
RQ019910,{'1.8-柴油-43-MT-两驱': '4780x1660x2540'}
RQ019911,{'1.8-柴油-43-MT-两驱': '4880x1762x2575'}
RQ019912,"{'1.8-柴油-50-MT-两驱': '4375,4435,4895,4955x1510,1605x1935'}"
RQ019913,"{'1.8-柴油-45-MT-两驱': '4970,5270,5525,5400x1750x2420,2550'}"
RQ019914,"{'1.8-柴油-45-MT-两驱': '4970,5270,5525x1750x2420'}"
RQ019915,{'1.8-柴油-50-MT-两驱': '5040x1712x2575'}
RQ019916,{'1.8-柴油-40-MT-两驱': '4880x1762x2575'}
RQ019917,"{'1.8-柴油-43-MT-两驱': '4780,5090x1660x2540'}"
RQ019918,{'1.8-柴油-43-MT-两驱': '4780x1660x2540'}
RQ019919,{'1.8-柴油-43-MT-两驱': '4745x1650x2575'}
RQ019920,{'1.8-柴油-45-MT-两驱': '5030x1712x2020'}
RQ019921,"{'1.8-柴油-50-MT-两驱': '4440,4520x1525x2010'}"
RQ019922,{'1.8-柴油-50-MT-两驱': '4200x1560x1910'}
RQ019923,{'1.8-柴油-50-MT-两驱': '4810x1610x2000'}
RQ019924,{'1.8-柴油-50-MT-两驱': '4870x1712x2510'}
RQ019925,"{'1.8-柴油-45-MT-两驱': '5030,4990x1712x2020'}"
RQ019926,{'1.8-柴油-40-MT-两驱': '4530x1750x2050'}
RQ019927,{'1.8-柴油-40-MT-两驱': '4870x1712x2020'}
RQ019928,{'1.8-柴油-50-MT-两驱': '5090x1690x2035'}
RQ019929,{'1.8-柴油-50-MT-两驱': '5530x1798x2110'}
RQ019930,{'1.8-柴油-40-MT-两驱': '4850x1630x2460'}
RQ019931,{'1.8-柴油-40-MT-两驱': '4760x1630x2460'}
RQ019932,"{'1.8-柴油-45-MT-两驱': '4840,5190x1750x2580,2680'}"
RQ019933,"{'1.8-柴油-45-MT-两驱': '4890,5240x1850x2580,2680'}"
RQ019934,"{'1.8-柴油-45-MT-两驱': '4760,4840,5160,5240,4890x1775,1850x2580,2680'}"
RQ019935,"{'1.8-柴油-45-MT-两驱': '4760,4840,5160,5240x1775x2580'}"
RQ019936,"{'1.8-柴油-45-MT-两驱': '4790,4870,5190,5270,5070,5320,5420x1775,1850x2120'}"
RQ019937,"{'1.8-柴油-45-MT-两驱': '4790,4870,5190,5270x1775x2120'}"
RQ019938,{'1.8-汽油-110-MT-两驱': '4640x1750x1466'}
RQ019939,{'1.8-汽油-50-MT-两驱': '5010x1630x2040'}
RQ019940,"{'1.8-柴油-45-MT-两驱': '5030,5380x1700x2060'}"
RQ019941,"{'1.8-柴油-50-MT-两驱': '5040x1762,1804x2575'}"
RQ019942,{'1.8-柴油-50-MT-两驱': '5030x1728x2055'}
RQ019943,{'1.9-柴油-82-MT-两驱': '4735x1850x1720'}
RQ019944,"{'1.5-汽油-110-MT-两驱': '4631,4648x1893x1664,1694,1686'}"
RQ019945,"{'1.5-汽油-82-MT-两驱': '5030,5105x1728x2060'}"
RQ019946,"{'1.5-汽油-80-MT-两驱': '5588x1795x2610,2480,2670'}"
RQ019947,"{'1.5-汽油-80-MT-两驱': '5588x1795x2610,2480'}"
RQ019948,"{'1.5-汽油-80-MT-两驱': '5588x1880x2610,2480'}"
RQ019949,"{'1.5-汽油-82-MT-两驱': '5380x1798,1878x2100'}"
RQ019950,"{'1.5-汽油-80-MT-两驱': '4400x1720x1770,1790'}"
RQ019951,{'1.5-汽油-82-MT-两驱': '4945x1750x2060'}
RQ019952,"{'1.5--82-MT-两驱': '5040x1712,1754,1762,1804x2575'}"
RQ019953,"{'1.5-汽油-82-MT-两驱': '4740,4940x1655x1910'}"
RQ019954,{'1.5-汽油-110-CVT-两驱': '4515x1812x1725'}
RQ019955,"{'1.5-汽油-110-AT-两驱': '4705,4680x1800x1775'}"
RQ019956,"{'1.5-汽油-82-MT-两驱': '5125x1600x1990,2025'}"
RQ019957,{'1.5--84-CVT-两驱': '4620x1820x1490'}
RQ019958,"{'1.5-汽油-81-MT-两驱': '4505x1725x1770,1800'}"
RQ019959,{'1.5-汽油-115-AT-两驱': '4500x1855x1690'}
RQ019960,"{'1.5-汽油-82-MT-两驱': '5430x1750x2120,2165'}"
RQ019961,{'1.5-汽油-82-MT-两驱': '5430x1750x2120'}
RQ019962,{'1.6-汽油-73.5-AT-两驱': '4325x1705x1490'}
RQ019963,{'1.6-汽油-91-MT-两驱': '4195x1780x1622'}
RQ019964,{'1.6--81-MT-两驱': '4393x1682x1424'}
RQ019965,"{'1.5-汽油-75-MT-两驱': '4440x1670x1783,1855'}"
RQ019966,"{'1.5-汽油-75-MT-两驱': '4440x1700x1783,1855'}"
RQ019967,"{'1.5-汽油-106-MT-两驱': '4654,4691x1893x1696'}"
RQ019968,{'1.5-汽油-106-MT-两驱': '4654x1893x1696'}
RQ019969,"{'1.5-汽油-110-MT-两驱': '4480x1809,1837x1680'}"
RQ019970,{'1.5-汽油-82-MT-两驱': '5460x1800x2145'}
RQ019971,{'1.6-汽油-78-MT-两驱': '4295x1770x1720'}
RQ019972,{'1.6-汽油-86-MT-两驱': '4558x1805x1505'}
RQ019973,{'1.6-汽油-78-AT-两驱': '4292x1740x1482'}
RQ019974,{'1.6-汽油-78-MT-两驱': '4367x1708x1413'}
RQ019975,{'1.6-汽油-66-MT-两驱': '4550x1705x1495'}
RQ019976,{'1.6--78-MT-两驱': '4370x1700x1473'}
RQ019977,{'1.6-汽油-90-CVT-两驱': '4300x1765x1585'}
RQ019978,"{'1.6-汽油-80-MT-两驱': '4490x1730x1545,1555'}"
RQ019979,{'1.6-汽油-78-MT-两驱': '4600x1800x1475'}
RQ019980,{'1.6-汽油-90.4-AT-两驱': '4543x1777x1490'}
RQ019981,"{'1.6-汽油-90-CVT-两驱': '4320,4347x1804,1835x1620,1677,1739'}"
RQ019982,"{'1.6-汽油-90-CVT-两驱': '4320,4347x1804,1835x1620,1677'}"
RQ019983,"{'1.6-汽油-88-MT-两驱': '4645,4715x1740x1900'}"
RQ019984,{'1.6-汽油-88-MT-两驱': '4645x1740x1900'}
RQ019985,"{'1.6-汽油-71-MT-两驱': '5035x1900x2530,2560'}"
RQ019986,{'1.6-汽油-71-MT-两驱': '5035x1900x2530'}
RQ019987,{'1.6-汽油-90-MT-两驱': '4382x1835x1739'}
RQ019988,{'1.6--71-MT-两驱': '4600x1800x1475'}
RQ019989,"{'1.6-汽油-91.6-AT-两驱': '4270x1780x1630,1645'}"
RQ019990,{'1.6-汽油-80-MT-两驱': '4552x1750x1483'}
RQ019991,{'1.6--76-MT-两驱': '4089x1871x1695'}
RQ019992,{'1.6-柴油-47-MT-两驱': '4415x1674x1415'}
RQ019993,"{'1.6-汽油-90.2-AT-两驱': '4405x1750x1470,1485'}"
RQ019994,"{'1.6-汽油-90-MT-两驱': '4358x1823x1610,1630'}"
RQ019995,{'1.6-汽油-77-MT-两驱': '4200x1650x1465'}
RQ019996,{'1.6-汽油-86-AT-两驱': '4480x1695x1535'}
RQ019997,{'1.6-汽油-77-MT-两驱': '4003x1642x1500'}
RQ019998,{'1.6-汽油-77-AT-两驱': '4199x1786x1479'}
RQ019999,{'1.6-汽油-86-AT-两驱': '4280x1695x1535'}
RQ020000,"{'1.6-汽油-81-MT-两驱': '4487,4500x1706x1470'}"
RQ020001,"{'1.6-汽油-89-MT-两驱': '4419x1814x1487,1508'}"
RQ020002,{'1.6-汽油-93-MT-两驱': '4420x1760x1670'}
RQ020003,{'1.6--92-MT-两驱': '4620x1820x1490'}
RQ020004,"{'1.6-汽油-92-MT-两驱': '4160x1810x1635,1670'}"
RQ020005,{'1.6-汽油-81-MT-两驱': '4501x1706x1469'}
RQ020006,{'1.6-汽油-135-AT-两驱': '4671x1815x1478'}
RQ020007,{'1.6-汽油-84-MT-两驱': '4310x1780x1680'}
RQ020008,{'1.6-汽油-91-AT-两驱': '4530x1745x1498'}
RQ020009,{'1.6-汽油-86-AT-两驱': '4665x1700x1505'}
RQ020010,{'1.6-汽油-116-MT-两驱': '4800x1819x1484'}
RQ020011,{'1.6-汽油-90-CVT-两驱': '4630x1775x1480'}
RQ020012,{'1.6-汽油-77-MT-两驱': '4608x1743x1465'}
RQ020013,"{'1.6-柴油-42-MT-两驱': '3980,4200x1415,1490x2370'}"
RQ020014,"{'1.6-柴油-42-MT-两驱': '4565x1630x1900,1930'}"
RQ020015,{'1.6-柴油-42-MT-两驱': '4565x1630x1900'}
RQ020016,"{'1.6-汽油-82.4-AT-两驱': '4480,4500x1735x1470'}"
RQ020017,{'1.6-汽油-82.4-AT-两驱': '4480x1735x1470'}
RQ020018,"{'1.6-汽油-92-MT-两驱': '4575x1750x1500,1525'}"
RQ020019,{'1.6-汽油-93-CVT-两驱': '4756x1803x1487'}
RQ020020,"{'1.6-汽油-91-MT-两驱': '4530x1745x1498,1526'}"
RQ020021,{'1.6-汽油-91-MT-两驱': '4530x1745x1498'}
RQ020022,{'1.6-汽油-140-CVT-两驱': '4295x1760x1523'}
RQ020023,{'1.8-汽油-118-MT-两驱': '4749x1761x1421'}
RQ020024,"{'1.8-汽油-96-MT-两驱': '4550x1775x1600,1660'}"
RQ020025,"{'1.8-汽油-101-MT-两驱': '4710x1855,1885x1750,1770'}"
RQ020026,"{'1.8-汽油-101-MT-两驱': '4710x1855x1750,1770'}"
RQ020027,{'1.8--102-MT-两驱': '4682x1725x1485'}
RQ020028,{'1.8-汽油-120-AT-两驱': '4789x1765x1470'}
RQ020029,{'1.8-汽油-150-AT-两驱': '4435x1843x1510'}
RQ020030,{'1.8-汽油-118-AT-两驱': '4676x1888x1765'}
RQ020031,"{'1.8-柴油-45-MT-两驱': '4745,4825x1720x2550'}"
RQ020032,"{'1.8-汽油-88-MT-两驱': '4384,4426x1718x1609,1579'}"
RQ020033,"{'1.8-汽油-88-MT-两驱': '4384x1718x1609,1579'}"
RQ020034,{'1.8-汽油-105-AT-两驱': '4720x1815x1465'}
RQ020035,{'1.8-汽油-145-DCT-两驱': '4585x1900x1718'}
RQ020036,{'1.8-汽油-118-AT-两驱': '4676x1888x1765'}
RQ020037,"{'1.8-汽油-114-MT-两驱': '4990,4890x1855x2105'}"
RQ020038,{'1.8-汽油-98-MT-两驱': '4648x1827x1483'}
RQ020039,{'1.8-汽油-118-DCT-两驱': '4865x1820x1475'}
RQ020040,{'1.8-汽油-132-DCT-两驱': '4698x1883x1676'}
RQ020041,{'1.8-汽油-118-MT-两驱': '4834x1817x1462'}
RQ020042,{'1.8-汽油-102-AT-两驱': '4230x1765x1636'}
RQ020043,{'1.8-汽油-102-AT-两驱': '4170x1765x1625'}
RQ020044,"{'1.8-汽油-132-DCT-两驱': '4319x1785x1441,1426,1461'}"
RQ020045,{'1.8-汽油-132-DCT-两驱': '4319x1785x1441'}
RQ020046,{'1.8-汽油-118-MT-两驱': '4834x1817x1462'}
RQ020047,{'1.8-汽油-118-AT-两驱': '4506x1809x1685'}
RQ020048,{'1.8-柴油-40-MT-两驱': '4870x1762x2020'}
RQ020049,{'1.8-汽油-130-MT-两驱': '4861x1820x1462'}
RQ020050,"{'1.8-汽油-130-MT-两驱': '4670,4735x1790x1450'}"
RQ020051,{'1.8-汽油-130-MT-两驱': '4670x1790x1450'}
RQ020052,"{'1.8-汽油-130-AT-两驱': '4861,4909x1820x1462'}"
RQ020053,{'1.8-汽油-130-AT-两驱': 'x1820x1462'}
RQ020054,{'1.8-汽油-130-AT-两驱': '4861x1820x1462'}
RQ020055,{'1.8--98-MT-两驱': '4635x1789x1470'}
RQ020056,{'1.8-汽油-100-MT-两驱': '4664x1750x1505'}
RQ020057,{'1.8-柴油-40-MT-两驱': '4960x1700x2600'}
RQ020058,{'1.8-汽油-98-AT-两驱': '4602x1725x1485'}
RQ020059,"{'1.8-柴油-40-MT-两驱': '4520,4635x1650x2570'}"
RQ020060,"{'1.8-柴油-40-MT-两驱': '4680,4880,4780,4980x1650x2460,2590'}"
RQ020061,"{'1.8-柴油-45-MT-两驱': '4620,4920,4700,5000x1615x2620'}"
RQ020062,"{'1.8-柴油-45-MT-两驱': '4620,4920x1615x2620'}"
RQ020063,{'1.8-柴油-40-MT-两驱': '4200x1560x2465'}
RQ020064,"{'1.8-柴油-45-MT-两驱': '4755,5335x1700x2490'}"
RQ020065,{'1.8-柴油-45-MT-两驱': '4755x1700x2490'}
RQ020066,"{'1.8-柴油-45-MT-两驱': '4790,4870,5190,5270x1775x2480'}"
RQ020067,"{'1.8-柴油-47-MT-两驱': '5180x1715x2500,2600'}"
RQ020068,{'1.8-柴油-40-MT-两驱': '5030x1712x2510'}
RQ020069,{'1.8-柴油-40-MT-两驱': '4765x1635x2425'}
RQ020070,{'1.8-柴油-43-MT-两驱': '5030x1712x2020'}
RQ020071,"{'1.8-柴油-40-MT-两驱': '4780,5090x1660x2035'}"
RQ020072,{'1.8-柴油-40-MT-两驱': '4780x1660x2035'}
RQ020073,"{'1.8-柴油-50-MT-两驱': '4720,4780,4945,5005x1605x1990'}"
RQ020074,{'1.8-柴油-45-MT-两驱': '4870x1712x2510'}
RQ020075,"{'1.8-柴油-50-MT-两驱': '4750,5050x1750x2530'}"
RQ020076,"{'1.8-柴油-45-MT-两驱': '5370,5020x1750x2610,2510'}"
RQ020077,"{'1.8-柴油-45-MT-两驱': '5420,5070x1720,1780x2610,2510'}"
RQ020078,"{'1.8-柴油-45-MT-两驱': '5420x1720x2610,2510'}"
RQ020079,"{'1.8-柴油-40-MT-两驱': '4780,5090x1660x2540'}"
RQ020080,{'1.8-柴油-40-MT-两驱': '4780x1660x2540'}
RQ020081,{'1.8-柴油-40-MT-两驱': '4880x1762x2575'}
RQ020082,"{'1.8-柴油-50-MT-两驱': '4375,4435,4895,4955x1510,1605x1935'}"
RQ020083,"{'1.8-柴油-45-MT-两驱': '4890,5190x1750x2420'}"
RQ020084,"{'1.8-柴油-45-MT-两驱': '4890,5090x1750x2480'}"
RQ020085,{'1.8-柴油-40-MT-两驱': '4200x1560x2465'}
RQ020086,"{'1.8-柴油-43-MT-两驱': '5040,4990x1712x2575'}"
RQ020087,{'1.8-柴油-43-MT-两驱': '5040x1712x2575'}
RQ020088,{'1.8-柴油-43-MT-两驱': '4870x1712x2510'}
RQ020089,{'1.8-柴油-40-MT-两驱': '5030x1712x2020'}
RQ020090,"{'1.8-柴油-43-MT-两驱': '4740,5075x1660x2025'}"
RQ020091,{'1.8-柴油-43-MT-两驱': '4740x1660x2025'}
RQ020092,"{'1.8-柴油-50-MT-两驱': '4440,4520x1525x2010'}"
RQ020093,"{'1.8-柴油-45-MT-两驱': '4425,4530x1610x1925'}"
RQ020094,{'1.8-柴油-50-MT-两驱': '4810x1610x2580'}
RQ020095,"{'1.8-柴油-45-MT-两驱': '5030,4990x1712x2510'}"
RQ020096,{'1.8-柴油-50-MT-两驱': '5260x1630x2460'}
RQ020097,{'1.8-柴油-43-MT-两驱': '4870x1712x2510'}
RQ020098,{'1.8-柴油-43-MT-两驱': '5030x1712x2020'}
RQ020099,{'1.8-柴油-50-MT-两驱': '5090x1690x2035'}
RQ020100,{'1.8-柴油-50-MT-两驱': '4530x1750x2060'}
RQ020101,{'1.8-柴油-40-MT-两驱': '4850x1630x2460'}
RQ020102,{'1.8-柴油-40-MT-两驱': '4760x1630x2460'}
RQ020103,"{'1.8-柴油-45-MT-两驱': '4840,5190x1750x2580,2680'}"
RQ020104,"{'1.8-柴油-45-MT-两驱': '4890,5240x1850x2580,2680'}"
RQ020105,"{'1.8-柴油-45-MT-两驱': '4760,4840,5160,5240,4890x1775,1850x2580,2680'}"
RQ020106,"{'1.8-柴油-45-MT-两驱': '4760,4840,5160,5240x1775x2580'}"
RQ020107,"{'1.8-柴油-45-MT-两驱': '4790,4870,5190,5270x1775x2150'}"
RQ020108,{'1.8-汽油-110-AT-两驱': '4640x1750x1466'}
RQ020109,"{'1.8-柴油-45-MT-两驱': '4745,4995x1700x1985,2045'}"
RQ020110,"{'1.8-柴油-45-MT-两驱': '4745,4995x1700x1985'}"
RQ020111,"{'1.8-柴油-50-MT-两驱': '5040x1762,1804x2575'}"
RQ020112,{'1.8-柴油-50-MT-两驱': '5030x1778x2055'}
RQ020113,"{'1.9-柴油-100-MT-两驱': '5219,5330x1870x1844,1864'}"
RQ020114,"{'1.9-柴油-100-MT-两驱': '5219x1870x1844,1864'}"
RQ020115,"{'1.5-汽油-82-MT-两驱': '4800,4830x1650x2400,2530,2450,2580'}"
RQ020116,"{'1.5-汽油-82-MT-两驱': '4800x1650x2400,2530'}"
RQ020117,"{'1.5-汽油-83-MT-两驱': '4565,4598x1766x1486'}"
RQ020118,{'1.5-汽油-85-AT-两驱': '4300x1815x1640'}
RQ020119,{'1.5-汽油-135-AT-两驱': '4368x1823x1483'}
RQ020120,{'1.5-汽油-82-MT-两驱': '5380x1700x2120'}
RQ020121,{'1.5-汽油-82-MT-两驱': '5430x1760x2120'}
RQ020122,{'1.5--83-MT-两驱': '4582x1794x1486'}
RQ020123,"{'1.5-汽油-82-MT-两驱': '4830x1650x2445,2575'}"
RQ020124,"{'1.5-汽油-82-MT-两驱': '5040x1712,1754x2575'}"
RQ020125,"{'1.5-汽油-82-MT-两驱': '5390x1798,1878x2660'}"
RQ020126,{'1.5-汽油-106-MT-两驱': '4750x1810x1490'}
RQ020127,"{'1.5-汽油-82-MT-两驱': '5190,5640x1750x2060'}"
RQ020128,"{'1.5-汽油-80-MT-两驱': '5588,5388x1880,1780x2120'}"
RQ020129,"{'1.5-汽油-80-MT-两驱': '5588,5388x1880x2120'}"
RQ020130,{'1.5-汽油-80-MT-两驱': '5588x1880x2120'}
RQ020131,"{'1.5-汽油-82-MT-两驱': '4770,4970x1655,1635x2450'}"
RQ020132,"{'1.5-汽油-82-MT-两驱': '4770,4970x1655x2450'}"
RQ020133,{'1.5-汽油-82-MT-两驱': '5450x1735x2155'}
RQ020134,"{'1.5-汽油-82--': '4860,4810,5435x1630x1910'}"
RQ020135,"{'1.5-汽油-82--': '4860,4810x1630x1910'}"
RQ020136,"{'1.5-汽油-110-AT-两驱': '4705,4680x1800x1775'}"
RQ020137,"{'1.5-汽油-84-MT-两驱': '5125x1600x1990,2025'}"
RQ020138,"{'1.5-汽油-81-MT-两驱': '4505x1725x1770,1800'}"
RQ020139,{'1.5-汽油-82-MT-两驱': '5375x1750x2615'}
RQ020140,"{'1.5-汽油-82-MT-两驱': '5285x1700x2415,2515'}"
RQ020141,"{'1.6-汽油-74.2-MT-两驱': '4338x1725x1768,1831,2013'}"
RQ020142,{'1.6-汽油-74.2-MT-两驱': '4338x1725x1768'}
RQ020143,{'1.6-汽油-91-MT-两驱': '4195x1780x1622'}
RQ020144,{'1.6-汽油-81-MT-两驱': '4393x1682x1424'}
RQ020145,"{'1.5-汽油-75-MT-两驱': '4440x1670x1783,1855'}"
RQ020146,"{'1.5-汽油-75-MT-两驱': '4440x1700x1783,1855'}"
RQ020147,"{'1.5-汽油-106-AT-两驱': '4654,4691x1893x1696'}"
RQ020148,{'1.5-汽油-106-AT-两驱': '4654x1893x1696'}
RQ020149,"{'1.5-汽油-110-MT-两驱': '4480x1809,1837x1680'}"
RQ020150,{'1.5-汽油-82-MT-两驱': '5450x1880x2050'}
RQ020151,"{'1.6-汽油-83-MT-两驱': '4655,4715,4745x1720x1940'}"
RQ020152,"{'1.6-汽油-83-MT-两驱': '4680,4715x1695,1720x1940'}"
RQ020153,"{'1.6-汽油-83-MT-两驱': '4680x1695,1720x1940'}"
RQ020154,"{'1.6-汽油-86-AT-两驱': '4316,4336x1773,1800x1483,1496'}"
RQ020155,{'1.6-汽油-78-MT-两驱': '4351x1760x1528'}
RQ020156,{'1.6-汽油-78-AT-两驱': '4680x1815x1525'}
RQ020157,"{'1.6-汽油-78-MT-两驱': '4550,4610x1705x1495'}"
RQ020158,{'1.6-汽油-78-MT-两驱': '4550x1705x1495'}
RQ020159,{'1.6-汽油-78-AT-两驱': '4136x1708x1413'}
RQ020160,{'1.6-汽油-90-MT-两驱': '4300x1765x1585'}
RQ020161,{'1.6-汽油-80-AT-两驱': '4490x1730x1555'}
RQ020162,{'1.6-汽油-78-MT-两驱': '4600x1800x1475'}
RQ020163,{'1.6-汽油-92-MT-两驱': '4698x1806x1477'}
RQ020164,{'1.6-汽油-93.8-AT-两驱': '4570x1775x1445'}
RQ020165,"{'1.6-汽油-90-MT-两驱': '4715,4645x1720x1940'}"
RQ020166,{'1.6-汽油-90-MT-两驱': '4515x1812x1725'}
RQ020167,"{'1.6-汽油-71-MT-两驱': '5035x1900x2530,2560'}"
RQ020168,{'1.6-汽油-71-MT-两驱': '5035x1900x2530'}
RQ020169,"{'1.6-汽油-87-MT-两驱': '4708,4740x1788x1475'}"
RQ020170,{'1.6-汽油-87-MT-两驱': '4708x1788x1475'}
RQ020171,"{'1.6-汽油-90-MT-两驱': '4347,4320,4382x1835,1804x1739,1689'}"
RQ020172,"{'1.6-汽油-90-MT-两驱': '4347,4320x1835,1804x1739,1689'}"
RQ020173,{'1.6-汽油-87-MT-两驱': '4552x1750x1483'}
RQ020174,{'1.6-汽油-76-MT-两驱': '4089x1871x1695'}
RQ020175,{'1.6-汽油-70-MT-两驱': '4687x1700x1450'}
RQ020176,"{'1.6-汽油-90.2-AT-两驱': '4405x1750x1470,1485'}"
RQ020177,"{'1.6-汽油-91.6-MT-两驱': '4270x1780x1630,1645'}"
RQ020178,{'1.6-汽油-77-MT-两驱': '3916x1650x1520'}
RQ020179,{'1.6-汽油-86-MT-两驱': '4480x1695x1535'}
RQ020180,{'1.6-汽油-77-AT-两驱': '4003x1642x1500'}
RQ020181,{'1.6-汽油-88.2-CVT-两驱': '4535x1740x1480'}
RQ020182,{'1.6-汽油-78-AT-两驱': '4515x1725x1445'}
RQ020183,{'1.6-汽油-86-AT-两驱': '4480x1695x1535'}
RQ020184,{'1.6-汽油-89-AT-两驱': '4399x1735x1517'}
RQ020185,{'1.6-汽油-81-AT-两驱': '4501x1706x1469'}
RQ020186,{'1.6-汽油-92-MT-两驱': '4620x1820x1490'}
RQ020187,"{'1.6-汽油-92-MT-两驱': '4160x1810x1635,1670'}"
RQ020188,{'1.6-汽油-81-AT-两驱': '4501x1706x1469'}
RQ020189,"{'1.6-汽油-89-AT-两驱': '4598,4623x1797x1477'}"
RQ020190,{'1.6-汽油-89-AT-两驱': '4598x1797x1477'}
RQ020191,{'1.6-汽油-81-MT-两驱': '4454x1765x1460'}
RQ020192,"{'1.6--90-MT-两驱': '4570,4600x1790x1490'}"
RQ020193,"{'1.6-汽油-91-AT-两驱': '4530x1745x1498,1526'}"
RQ020194,{'1.6-汽油-91-AT-两驱': '4530x1745x1498'}
RQ020195,{'1.6-汽油-86-AT-两驱': '4665x1700x1505'}
RQ020196,{'1.6-汽油-116-AT-两驱': '4800x1819x1484'}
RQ020197,"{'1.6-柴油-42-MT-两驱': '4565x1650x2440,2540'}"
RQ020198,{'1.6--76-MT-两驱': '4525x1725x1425'}
RQ020199,"{'1.6-汽油-92-MT-两驱': '4575x1750x1500,1525'}"
RQ020200,{'1.6-汽油-93-CVT-两驱': '4756x1803x1487'}
RQ020201,"{'1.6-汽油-81-MT-两驱': '4687x1814x1479,1509'}"
RQ020202,"{'1.6-汽油-91-DCT-两驱': '4530x1745x1498,1526'}"
RQ020203,{'1.6-汽油-91-DCT-两驱': '4530x1745x1498'}
RQ020204,{'1.6-汽油-140-MT-两驱': '4295x1760x1523'}
RQ020205,{'1.8-汽油-118-AT-两驱': '4749x1761x1421'}
RQ020206,{'1.8-汽油-96-MT-两驱': '4550x1775x1600'}
RQ020207,"{'1.8-汽油-101-MT-两驱': '4710x1855x1750,1770'}"
RQ020208,{'1.8--102-MT-两驱': '4602x1725x1485'}
RQ020209,"{'1.8-汽油-110-MT-两驱': '4391x1794x1670,1650'}"
RQ020210,{'1.8-汽油-150-AT-两驱': '4980x1858x1475'}
RQ020211,{'1.8-汽油-118-AT-两驱': '4653x1827x1480'}
RQ020212,"{'1.8-柴油-40-MT-两驱': '4745,4825x1775x2140'}"
RQ020213,{'1.8-汽油-102-MT-两驱': '4705x1782x1465'}
