dp_0001,Alpina进口AlpinaB4,3.0,2,301,4638,F32
dp_2505,大众汽车进口大众Passat [帕萨特],2.8,4,142,4699,B5(3B)
dp_2506,大众汽车进口大众Passat [帕萨特],2.8,4,142,4699,B5.5(3BG)
dp_2507,大众汽车进口大众Passat [帕萨特],3.2,5,184,4770,B6(3C)
dp_2508,大众汽车进口大众Passat [帕萨特],4.0,5,202,4680,B5(3B)
dp_2509,大众汽车进口大众Passat [帕萨特],4.0,4,202,4699,B5(3B)
dp_2510,大众汽车进口大众Passat [帕萨特],4.0,4,202,4703,B5.5(3BG)
dp_2511,大众汽车进口大众Phaeton [辉腾],3.0,4,165,5060,D1(3D)
dp_2512,大众汽车进口大众Phaeton [辉腾],3.0,4,171,5060,D1(3D)
dp_2513,大众汽车进口大众Phaeton [辉腾],3.0,4,176,5179,D1(3D)
dp_2514,大众汽车进口大众Phaeton [辉腾],3.0,4,177,5060,D1(3D)
dp_2515,大众汽车进口大众Phaeton [辉腾],3.0,4,184,5179,D1(3D)
dp_2516,大众汽车进口大众Phaeton [辉腾],3.2,4,177,5060,D1(3D)
dp_2517,大众汽车进口大众Phaeton [辉腾],3.2,4,177,5175,D1(3D)
dp_2518,大众汽车进口大众Phaeton [辉腾],3.2,4,177,5179,D1(3D)
dp_2519,大众汽车进口大众Phaeton [辉腾],3.6,4,206,5060,D1(3D)
dp_2520,大众汽车进口大众Phaeton [辉腾],3.6,4,206,5175,D1(3D)
dp_2521,大众汽车进口大众Phaeton [辉腾],3.6,4,206,5179,D1(3D)
dp_2522,大众汽车进口大众Phaeton [辉腾],4.2,4,246,5060,D1(3D)
dp_2523,大众汽车进口大众Phaeton [辉腾],4.2,4,246,5175,D1(3D)
dp_2524,大众汽车进口大众Phaeton [辉腾],4.2,4,246,5179,D1(3D)
dp_2525,大众汽车进口大众Phaeton [辉腾],5.0,4,230,5060,D1(3D)
dp_2526,大众汽车进口大众Phaeton [辉腾],6.0,4,309,5060,D1(3D)
dp_2527,大众汽车进口大众Phaeton [辉腾],6.0,4,331,5055,D1(3D)
dp_2528,大众汽车进口大众Phaeton [辉腾],6.0,4,331,5175,D1(3D)
dp_2529,大众汽车进口大众Phaeton [辉腾],6.0,4,331,5179,D1(3D)
dp_2530,大众汽车进口大众POLO [波罗],1.2,3,40,3899,A04(9N)
dp_2531,大众汽车进口大众POLO [波罗],1.2,3,40,3919,A04(9N)
dp_2532,大众汽车进口大众POLO [波罗],1.2,3,44,3967,A05
dp_2533,大众汽车进口大众POLO [波罗],1.2,5,47,3919,A04(9N)
dp_2534,大众汽车进口大众POLO [波罗],1.4,5,51,3919,A04(9N)
dp_2535,大众汽车进口大众POLO [波罗],1.4,3,63,3967,A05
dp_2536,大众汽车进口大众POLO [波罗],1.4,3,74,3899,A04(9N)
dp_2537,大众汽车进口大众POLO [波罗],1.4,3,74,3919,A04(9N)
dp_2538,大众汽车进口大众POLO [波罗],1.4,5,74,3919,A04(9N)
dp_2539,大众汽车进口大众POLO [波罗],1.6,3,77,3919,A04(9N)
dp_2540,大众汽车进口大众POLO [波罗],1.6,5,77,3919,A04(9N)
dp_2541,大众汽车进口大众POLO [波罗],1.9,5,74,3919,A04(9N)
dp_2542,大众汽车进口大众R36,3.6,4,220,4765,B6
dp_2543,大众汽车进口大众R36,3.6,5,220,4774,B6
dp_2544,大众汽车进口大众Scirocco [尚酷],1.4,3,90,4248,A5
dp_2545,大众汽车进口大众Scirocco [尚酷],1.4,3,90,4256,A5
dp_2546,大众汽车进口大众Scirocco [尚酷],1.4,3,96,4256,A5
dp_2547,大众汽车进口大众Scirocco [尚酷],1.4,3,118,4248,A5
dp_2548,大众汽车进口大众Scirocco [尚酷],1.4,3,118,4256,A5
dp_2549,大众汽车进口大众Scirocco [尚酷],2.0,3,103,4257,A5
dp_2550,大众汽车进口大众Scirocco [尚酷],2.0,3,105,4256,A5
dp_2551,大众汽车进口大众Scirocco [尚酷],2.0,3,154,4256,A5
dp_2552,大众汽车进口大众Scirocco [尚酷],2.0,3,155,4248,A5
dp_2553,大众汽车进口大众Scirocco [尚酷],2.0,3,155,4256,A5
dp_2554,大众汽车进口大众Scirocco [尚酷],2.0,3,188,4248,A5
dp_2555,大众汽车进口大众Scirocco [尚酷],2.0,3,188,4256,A5
dp_2556,大众汽车进口大众Sharan [夏朗],1.4,5,110,4854,A5(7N)
dp_2557,大众汽车进口大众Sharan [夏朗],1.8,5,110,4630,7M
dp_2558,大众汽车进口大众Sharan [夏朗],1.8,5,110,4634,7M
dp_2559,大众汽车进口大众Sharan [夏朗],1.8,5,118,4854,A5(7N)
dp_2560,大众汽车进口大众Sharan [夏朗],1.9,5,85,4620,7M
dp_2561,大众汽车进口大众Sharan [夏朗],1.9,5,110,4620,7M
dp_2562,大众汽车进口大众Sharan [夏朗],2.0,5,85,4630,7M
dp_2563,大众汽车进口大众Sharan [夏朗],2.0,5,147,4854,A5(7N)
dp_2564,大众汽车进口大众Sharan [夏朗],2.0,5,162,4854,A5(7N)
dp_2565,大众汽车进口大众Sharan [夏朗],2.8,5,150,4630,7M
dp_2566,大众汽车进口大众Sharan [夏朗],2.8,5,150,4634,7M
dp_2567,大众汽车进口大众Tiguan [途欢],1.4,5,110,4427,A5
dp_2568,大众汽车进口大众Tiguan [途欢],1.4,5,110,4486,MQB
dp_2569,大众汽车进口大众Tiguan [途欢],1.4,5,118,4427,A5
dp_2570,大众汽车进口大众Tiguan [途欢],2.0,5,103,4427,A5
dp_2571,大众汽车进口大众Tiguan [途欢],2.0,5,103,4433,A5
dp_2572,大众汽车进口大众Tiguan [途欢],2.0,5,125,4427,A5
dp_2573,大众汽车进口大众Tiguan [途欢],2.0,5,125,4433,A5
dp_2574,大众汽车进口大众Tiguan [途欢],2.0,5,125,4457,A5
dp_2575,大众汽车进口大众Tiguan [途欢],2.0,5,132,4486,MQB
dp_2576,大众汽车进口大众Tiguan [途欢],2.0,5,132,4490,MQB
dp_2577,大众汽车进口大众Tiguan [途欢],2.0,5,147,4427,A5
dp_2578,大众汽车进口大众Tiguan [途欢],2.0,5,147,4432,A5
dp_2579,大众汽车进口大众Tiguan [途欢],2.0,5,162,4490,MQB
dp_2580,大众汽车进口大众Touareg [途锐],2.0,5,180,4878,MLB
dp_2581,大众汽车进口大众Touareg [途锐],2.0,5,185,4878,MLB
dp_2582,大众汽车进口大众Touareg [途锐],2.5,5,128,4750,PL71(7L)
dp_2583,大众汽车进口大众Touareg [途锐],3.0,5,165,4754,PL71(7L)
dp_2584,大众汽车进口大众Touareg [途锐],3.0,5,176,4754,PL52(7P)
dp_2585,大众汽车进口大众Touareg [途锐],3.0,5,176,4754,PL71(7L)
dp_2586,大众汽车进口大众Touareg [途锐],3.0,5,176,4795,PL52(7P)
dp_2587,大众汽车进口大众Touareg [途锐],3.0,5,176,4796,PL71(7L)
dp_2588,大众汽车进口大众Touareg [途锐],3.0,5,180,4795,PL52(7P)
dp_2589,大众汽车进口大众Touareg [途锐],3.0,5,213,4795,PL52(7P)
dp_2590,大众汽车进口大众Touareg [途锐],3.0,5,213,4802,PL52(7P)
dp_2591,大众汽车进口大众Touareg [途锐],3.0,5,235,4801,PL52(7P)
dp_2592,大众汽车进口大众Touareg [途锐],3.0,5,245,4795,PL52(7P)
dp_2593,大众汽车进口大众Touareg [途锐],3.0,5,250,4878,MLB
dp_2594,大众汽车进口大众Touareg [途锐],3.2,5,162,4750,PL71(7L)
dp_2595,大众汽车进口大众Touareg [途锐],3.2,5,162,4754,PL71(7L)
dp_2596,大众汽车进口大众Touareg [途锐],3.6,5,206,4754,PL71(7L)
dp_2597,大众汽车进口大众Touareg [途锐],3.6,5,206,4795,PL52(7P)
dp_2598,大众汽车进口大众Touareg [途锐],4.2,5,228,4754,PL71(7L)
dp_2599,大众汽车进口大众Touareg [途锐],4.2,5,257,4754,PL71(7L)
dp_2600,大众汽车进口大众Touareg [途锐],4.2,5,265,4795,PL52(7P)
dp_2601,大众汽车进口大众Touareg [途锐],5.0,5,230,4750,PL71(7L)
dp_2602,大众汽车进口大众Touareg [途锐],5.0,5,257,4750,PL71(7L)
dp_2603,大众汽车进口大众Touareg [途锐],6.0,5,331,4750,PL71(7L)
dp_2604,大众汽车进口大众Touareg [途锐],6.0,5,331,4754,PL71(7L)
dp_2605,大众汽车进口大众Touran [途安],1.4,5,110,4527,MQB
dp_2606,大众汽车进口大众Touran [途安],1.6,5,77,4397,1T3
dp_2607,大众汽车进口斯柯达Fabia [晶锐],1.2,5,40,3960,A04(6Y)
dp_2608,大众汽车进口斯柯达Fabia [晶锐],1.2,4,40,4221,A04(6Y)
dp_2609,大众汽车进口斯柯达Fabia [晶锐],1.2,5,40,4221,A04(6Y)
dp_2610,大众汽车进口斯柯达Fabia [晶锐],1.2,5,44,3988,A04(5J)
dp_2611,大众汽车进口斯柯达Fabia [晶锐],1.2,5,44,4229,A04(5J)
dp_2612,大众汽车进口斯柯达Fabia [晶锐],1.2,5,47,4221,A04(6Y)
dp_2613,大众汽车进口斯柯达Fabia [晶锐],1.2,5,51,3988,A04(5J)
dp_2614,大众汽车进口斯柯达Fabia [晶锐],1.2,5,51,4229,A04(5J)
dp_2615,大众汽车进口斯柯达Fabia [晶锐],1.4,5,51,3960,A04(6Y)
dp_2616,大众汽车进口斯柯达Fabia [晶锐],1.4,5,51,4221,A04(6Y)
dp_2617,大众汽车进口斯柯达Fabia [晶锐],1.4,5,55,3960,A04(6Y)
dp_2618,大众汽车进口斯柯达Fabia [晶锐],1.4,4,55,4221,A04(6Y)
dp_2619,大众汽车进口斯柯达Fabia [晶锐],1.4,5,55,4221,A04(6Y)
dp_2620,大众汽车进口斯柯达Fabia [晶锐],1.4,5,59,3988,A04(5J)
dp_2621,大众汽车进口斯柯达Fabia [晶锐],1.4,5,59,4229,A04(5J)
dp_2622,大众汽车进口斯柯达Fabia [晶锐],1.4,5,63,3988,A04(5J)
dp_2623,大众汽车进口斯柯达Fabia [晶锐],1.4,5,63,4229,A04(5J)
dp_2624,大众汽车进口斯柯达Fabia [晶锐],1.4,5,74,3960,A04(6Y)
dp_2625,大众汽车进口斯柯达Fabia [晶锐],1.4,4,74,4221,A04(6Y)
dp_2626,大众汽车进口斯柯达Fabia [晶锐],1.4,5,74,4221,A04(6Y)
dp_2627,大众汽车进口斯柯达Fabia [晶锐],1.6,5,77,3988,A04(5J)
dp_2628,大众汽车进口斯柯达Fabia [晶锐],1.6,5,77,4229,A04(5J)
dp_2629,大众汽车进口斯柯达Fabia [晶锐],1.9,5,47,3960,A04(6Y)
dp_2630,大众汽车进口斯柯达Fabia [晶锐],1.9,4,47,4221,A04(6Y)
dp_2631,大众汽车进口斯柯达Fabia [晶锐],1.9,5,47,4221,A04(6Y)
dp_2632,大众汽车进口斯柯达Fabia [晶锐],1.9,5,74,3960,A04(6Y)
dp_2633,大众汽车进口斯柯达Fabia [晶锐],1.9,4,74,4221,A04(6Y)
dp_2634,大众汽车进口斯柯达Fabia [晶锐],1.9,5,74,4221,A04(6Y)
dp_2635,大众汽车进口斯柯达Fabia [晶锐],1.9,5,77,3988,A04(5J)
dp_2636,大众汽车进口斯柯达Fabia [晶锐],1.9,5,77,4229,A04(5J)
dp_2637,大众汽车进口斯柯达Fabia [晶锐],1.9,5,96,4003,A04(6Y)
dp_2638,大众汽车进口斯柯达Fabia [晶锐],2.0,5,85,3960,A04(6Y)
dp_2639,大众汽车进口斯柯达Fabia [晶锐],2.0,4,85,4221,A04(6Y)
dp_2640,大众汽车进口斯柯达Fabia [晶锐],2.0,5,85,4221,A04(6Y)
dp_2641,大众汽车进口斯柯达Octavia [明锐],1.4,4,55,4506,A4(1U)
dp_2642,大众汽车进口斯柯达Octavia [明锐],1.4,5,55,4514,A4(1U)
dp_2643,大众汽车进口斯柯达Octavia [明锐],1.4,4,55,4572,A5(1Z)
dp_2644,大众汽车进口斯柯达Octavia [明锐],1.4,4,59,4567,A5(1Z)
dp_2645,大众汽车进口斯柯达Octavia [明锐],1.4,5,59,4567,A5(1Z)
dp_2646,大众汽车进口斯柯达Octavia [明锐],1.4,4,90,4567,A5(1Z)
dp_2647,大众汽车进口斯柯达Octavia [明锐],1.4,5,90,4567,A5(1Z)
dp_2648,大众汽车进口斯柯达Octavia [明锐],1.6,4,55,4507,A4(1U)
dp_2649,大众汽车进口斯柯达Octavia [明锐],1.6,4,75,4506,A4(1U)
dp_2650,大众汽车进口斯柯达Octavia [明锐],1.6,5,75,4514,A4(1U)
dp_2651,大众汽车进口斯柯达Octavia [明锐],1.6,4,75,4567,A5(1Z)
dp_2652,大众汽车进口斯柯达Octavia [明锐],1.6,5,75,4567,A5(1Z)
dp_2653,大众汽车进口斯柯达Octavia [明锐],1.6,4,75,4572,A5(1Z)
dp_2654,大众汽车进口斯柯达Octavia [明锐],1.6,5,75,4572,A5(1Z)
dp_2655,大众汽车进口斯柯达Octavia [明锐],1.6,4,85,4572,A5(1Z)
dp_2656,大众汽车进口斯柯达Octavia [明锐],1.6,5,85,4572,A5(1Z)
dp_2657,大众汽车进口斯柯达Octavia [明锐],1.8,4,110,4506,A4(1U)
dp_2658,大众汽车进口斯柯达Octavia [明锐],1.8,5,110,4514,A4(1U)
dp_2659,大众汽车进口斯柯达Octavia [明锐],1.8,4,118,4567,A5(1Z)
dp_2660,大众汽车进口斯柯达Octavia [明锐],1.8,5,118,4567,A5(1Z)
dp_2661,大众汽车进口斯柯达Octavia [明锐],1.8,5,118,4572,A5(1Z)
dp_2662,大众汽车进口斯柯达Octavia [明锐],1.8,5,132,4509,A4(1U)
dp_2663,大众汽车进口斯柯达Octavia [明锐],1.8,4,132,4659,MQB(5E)
dp_2664,大众汽车进口斯柯达Octavia [明锐],1.8,5,132,4659,MQB(5E)
dp_2665,大众汽车进口斯柯达Octavia [明锐],1.9,4,66,4506,A4(1U)
dp_2666,大众汽车进口斯柯达Octavia [明锐],1.9,5,66,4514,A4(1U)
dp_2667,大众汽车进口斯柯达Octavia [明锐],1.9,5,74,4514,A4(1U)
dp_2668,大众汽车进口斯柯达Octavia [明锐],1.9,4,77,4567,A5(1Z)
dp_2669,大众汽车进口斯柯达Octavia [明锐],1.9,5,77,4567,A5(1Z)
dp_2670,大众汽车进口斯柯达Octavia [明锐],1.9,4,77,4572,A5(1Z)
dp_2671,大众汽车进口斯柯达Octavia [明锐],1.9,5,77,4572,A5(1Z)
dp_2672,大众汽车进口斯柯达Octavia [明锐],1.9,4,81,4506,A4(1U)
dp_2673,大众汽车进口斯柯达Octavia [明锐],1.9,5,81,4514,A4(1U)
dp_2674,大众汽车进口斯柯达Octavia [明锐],1.9,4,96,4506,A4(1U)
dp_2675,大众汽车进口斯柯达Octavia [明锐],1.9,5,96,4514,A4(1U)
dp_2676,大众汽车进口斯柯达Octavia [明锐],2.0,4,85,4506,A4(1U)
dp_2677,大众汽车进口斯柯达Octavia [明锐],2.0,4,85,4507,A4(1U)
dp_2678,大众汽车进口斯柯达Octavia [明锐],2.0,5,85,4514,A4(1U)
dp_2679,大众汽车进口斯柯达Octavia [明锐],2.0,4,103,4567,A5(1Z)
dp_2680,大众汽车进口斯柯达Octavia [明锐],2.0,5,103,4567,A5(1Z)
dp_2681,大众汽车进口斯柯达Octavia [明锐],2.0,4,103,4572,A5(1Z)
dp_2682,大众汽车进口斯柯达Octavia [明锐],2.0,5,103,4572,A5(1Z)
dp_2683,大众汽车进口斯柯达Octavia [明锐],2.0,5,103,4580,A5(1Z)
dp_2684,大众汽车进口斯柯达Octavia [明锐],2.0,4,110,4572,A5(1Z)
dp_2685,大众汽车进口斯柯达Octavia [明锐],2.0,5,110,4572,A5(1Z)
dp_2686,大众汽车进口斯柯达Octavia [明锐],2.0,4,125,4577,A5(1Z)
dp_2687,大众汽车进口斯柯达Octavia [明锐],2.0,5,125,4580,A5(1Z)
dp_2688,大众汽车进口斯柯达Octavia [明锐],2.0,4,147,4577,A5(1Z)
dp_2689,大众汽车进口斯柯达Octavia [明锐],2.0,5,147,4580,A5(1Z)
dp_2690,大众汽车进口斯柯达Superb [速派],1.4,4,92,4836,B6(3T)
dp_2691,大众汽车进口斯柯达Superb [速派],1.8,4,110,4803,B5(3U)
dp_2692,大众汽车进口斯柯达Superb [速派],1.8,4,118,4836,B6(3T)
dp_2693,大众汽车进口斯柯达Superb [速派],1.9,4,74,4803,B5(3U)
dp_2694,大众汽车进口斯柯达Superb [速派],1.9,4,77,4803,B5(3U)
dp_2695,大众汽车进口斯柯达Superb [速派],1.9,4,77,4836,B6(3T)
dp_2696,大众汽车进口斯柯达Superb [速派],1.9,4,96,4803,B5(3U)
dp_2697,大众汽车进口斯柯达Superb [速派],2.0,4,85,4803,B5(3U)
dp_2698,大众汽车进口斯柯达Superb [速派],2.0,4,103,4803,B5(3U)
dp_2699,大众汽车进口斯柯达Superb [速派],2.0,4,103,4836,B6(3T)
dp_2700,大众汽车进口斯柯达Superb [速派],2.0,4,125,4836,B6(3T)
dp_2701,大众汽车进口斯柯达Superb [速派],2.0,5,147,4838,B6(3T)
dp_2702,大众汽车进口斯柯达Superb [速派],2.5,4,120,4803,B5(3U)
dp_2703,大众汽车进口斯柯达Superb [速派],2.8,4,140,4803,B5(3U)
dp_2704,大众汽车进口斯柯达Yeti [野帝],1.2,5,77,4221,A5(5L)
dp_2705,大众汽车进口斯柯达Yeti [野帝],1.8,5,112,4223,A5(5L)
dp_2706,大众汽车进口斯柯达Yeti [野帝],1.8,5,118,4221,A5(5L)
dp_2707,大众汽车进口斯柯达Yeti [野帝],2.0,5,81,4221,A5(5L)
dp_2708,大众汽车进口斯柯达Yeti [野帝],2.0,5,103,4221,A5(5L)
dp_2709,大众汽车进口斯柯达Yeti [野帝],2.0,5,125,4221,A5(5L)
dp_2710,大众汽车进口西雅特Alhambra [欧悦搏],1.8,5,118,4854,7N
dp_2711,大众汽车进口西雅特Alhambra [欧悦搏],2.0,5,147,4854,7N
dp_2712,大众汽车进口西雅特Ibiza [伊比飒],1.2,5,77,4061,6J
dp_2713,大众汽车进口西雅特Ibiza [伊比飒],1.4,3,110,4066,6J
dp_2714,大众汽车进口西雅特Ibiza [伊比飒],1.4,5,110,4082,6J
dp_2715,大众汽车进口西雅特Ibiza [伊比飒],1.4,5,110,4240,6J
dp_2716,大众汽车进口西雅特Leon,1.8,5,118,4309,1P
dp_2717,大众汽车进口西雅特Leon,2.0,5,155,4309,1P
dp_2718,东风本田合资本田CR-V,1.5,5,142,4585,RW1
dp_2719,东风本田合资本田CR-V,1.5,5,142,4585,RW2
dp_2720,东风本田合资本田CR-V,2.0,5,107,4585,RT5
dp_2721,东风本田合资本田CR-V,2.0,5,107,4585,RT6
dp_2722,东风本田合资本田CR-V,2.0,5,110,4530,RE1
dp_2723,东风本田合资本田CR-V,2.0,5,110,4530,RE2
dp_2724,东风本田合资本田CR-V,2.0,5,110,4570,RD5
dp_2725,东风本田合资本田CR-V,2.0,5,110,4575,RE1
dp_2726,东风本田合资本田CR-V,2.0,5,110,4575,RE2
dp_2727,东风本田合资本田CR-V,2.0,5,110,4630,RD5
dp_2728,东风本田合资本田CR-V,2.0,5,114,4550,RM1
dp_2729,东风本田合资本田CR-V,2.0,5,114,4550,RM2
dp_2730,东风本田合资本田CR-V,2.0,5,114,4585,RM1
dp_2731,东风本田合资本田CR-V,2.0,5,114,4585,RM2
dp_2732,东风本田合资本田CR-V,2.4,5,118,4630,RD7
dp_2733,东风本田合资本田CR-V,2.4,5,125,4530,RE4
dp_2734,东风本田合资本田CR-V,2.4,5,125,4575,RE4
dp_2735,东风本田合资本田CR-V,2.4,5,137,4585,RM3
dp_2736,东风本田合资本田CR-V,2.4,5,137,4585,RM4
dp_2737,东风本田合资本田CR-V,2.4,5,140,4550,RM3
dp_2738,东风本田合资本田CR-V,2.4,5,140,4550,RM4
dp_2739,东风本田合资本田INSPIRE,1.5,4,143,4910,CV4
dp_2740,东风本田合资本田INSPIRE,2.0,4,107,4910,CV6
dp_2741,东风本田合资本田UR-V,1.5,5,142,4825,TG4
dp_2742,东风本田合资本田UR-V,2.0,5,200,4825,TG5
dp_2743,东风本田合资本田UR-V,2.0,5,200,4825,TG6
dp_2744,东风本田合资本田XR-V,1.5,5,96,4270,RU1
dp_2745,东风本田合资本田XR-V,1.8,5,100,4270,RU5
dp_2746,东风本田合资本田艾力绅,2.4,5,133,4935,RR7
dp_2747,东风本田合资本田艾力绅,2.4,5,137,4940,RR8
dp_2748,东风本田合资本田哥瑞,1.5,4,96,4495,GJ6
dp_2749,东风本田合资本田杰德,1.5,5,115,4667,FR2
dp_2750,东风本田合资本田杰德,1.8,5,104,4660,FR1
dp_2751,东风本田合资本田杰德,1.8,5,104,4667,FR1
dp_2752,东风本田合资本田竞瑞,1.5,5,96,4517,GJ8
dp_2753,东风本田合资本田思铂睿,2.0,4,107,4840,CU7
dp_2754,东风本田合资本田思铂睿,2.0,4,114,4840,CU5
dp_2755,东风本田合资本田思铂睿,2.0,4,115,4730,CU1
dp_2756,东风本田合资本田思铂睿,2.4,4,133,4730,CU2
dp_2757,东风本田合资本田思铂睿,2.4,4,148,4730,CU2
dp_2758,东风本田合资本田思铂睿,2.4,4,153,4840,CU6
dp_2759,东风本田合资本田思铂睿,2.4,4,153,4850,CU6
dp_2760,东风本田合资本田思域,1.0,4,90,4658,FC7
dp_2761,东风本田合资本田思域,1.0,4,92,4649,FC7
dp_2762,东风本田合资本田思域,1.0,4,92,4658,FC7
dp_2763,东风本田合资本田思域,1.3,4,70,4500,FA3
dp_2764,东风本田合资本田思域,1.5,4,130,4649,FC1
dp_2765,东风本田合资本田思域,1.5,4,130,4658,FC1
dp_2766,东风本田合资本田思域,1.8,4,103,4500,FA1
dp_2767,东风本田合资本田思域,1.8,4,103,4520,FA1
dp_2768,东风本田合资本田思域,1.8,4,104,4535,FB2
dp_2769,东风本田合资本田思域,1.8,4,104,4565,FB2
dp_2770,东风本田合资本田思域,2.0,4,114,4535,FB3
dp_2771,东风本田合资本田思域,2.4,4,152,4565,FB6
dp_2772,东风本田合资本田享域,1.0,4,90,4756,FS4
dp_2773,东风本田国产思铭思铭,1.8,4,103,4530,C14
dp_2774,东风本田国产思铭思铭,1.8,4,103,4545,C14
dp_2775,东风日产国产启辰晨风,电动,5,80,4467,VNZE0
dp_2776,东风日产合资日产劲客,1.5,5,91,4295,P15
dp_2777,东风日产合资日产骏逸,1.8,5,93,4420,L10
dp_2778,东风日产合资日产蓝鸟,2.0,4,106,4585,G10
dp_2779,东风日产合资日产蓝鸟,2.0,4,106,4660,G10
dp_2780,东风日产合资日产蓝鸟,2.0,4,106,4664,G10
dp_2781,东风日产合资日产蓝鸟,2.0,4,106,4703,G10
dp_2782,东风日产合资日产骊威,1.6,5,77,4178,L10
dp_2783,东风日产合资日产骊威,1.6,5,77,4275,L10
dp_2784,东风日产合资日产骊威,1.6,5,91,4249,L11
dp_2785,东风日产合资日产骊威,1.6,5,91,4308,L11
dp_2786,东风日产合资日产骊威,1.8,5,93,4420,L10
dp_2787,东风日产合资日产楼兰,2.5,5,125,4897,Z52
dp_2788,东风日产合资日产楼兰,2.5,5,172,4897,Z52
dp_2789,东风日产合资日产楼兰,3.5,5,228,4860,Z51
dp_2790,东风日产合资日产玛驰,1.2,5,54,3779,K13
dp_2791,东风日产合资日产玛驰,1.5,5,79,3779,K13
dp_2792,东风日产合资日产奇骏,2.0,5,106,4630,T31
dp_2793,东风日产合资日产奇骏,2.0,5,106,4635,T31
dp_2794,东风日产合资日产奇骏,2.0,5,110,4643,T32
dp_2795,东风日产合资日产奇骏,2.0,5,110,4675,T32
dp_2796,东风日产合资日产奇骏,2.0,5,113,4675,T32
dp_2797,东风日产合资日产奇骏,2.5,5,135,4630,T31
dp_2798,东风日产合资日产奇骏,2.5,5,135,4635,T31
dp_2799,东风日产合资日产奇骏,2.5,5,135,4653,T31
dp_2800,东风日产合资日产奇骏,2.5,5,135,4660,T31
dp_2801,东风日产合资日产奇骏,2.5,5,137,4643,T32
dp_2802,东风日产合资日产奇骏,2.5,5,137,4675,T32
dp_2803,东风日产合资日产奇骏,2.5,5,137,4693,T32
dp_2804,东风日产合资日产骐达,1.6,5,80,4205,C11
dp_2805,东风日产合资日产骐达,1.6,5,80,4250,C11
dp_2806,东风日产合资日产骐达,1.6,5,93,4295,C12
dp_2807,东风日产合资日产骐达,1.6,5,93,4393,C13
dp_2808,东风日产合资日产骐达,1.6,5,140,4295,C12
dp_2809,东风日产合资日产天籁,2.0,4,100,4845,J31
dp_2810,东风日产合资日产天籁,2.0,4,104,4850,J32
dp_2811,东风日产合资日产天籁,2.0,4,104,4868,L33
dp_2812,东风日产合资日产天籁,2.0,4,104,4892,L33
dp_2813,东风日产合资日产天籁,2.0,4,110,4891,L33
dp_2814,东风日产合资日产天籁,2.0,4,117,4901,L34
dp_2815,东风日产合资日产天籁,2.0,4,185,4901,L34
dp_2816,东风日产合资日产天籁,2.3,4,127,4845,J31
dp_2817,东风日产合资日产天籁,2.3,4,127,4890,J31
dp_2818,东风日产合资日产天籁,2.5,4,136,4850,J32
dp_2819,东风日产合资日产天籁,2.5,4,136,4930,J32
dp_2820,东风日产合资日产天籁,2.5,4,137,4868,L33
dp_2821,东风日产合资日产天籁,2.5,4,137,4891,L33
dp_2822,东风日产合资日产天籁,2.5,4,137,5003,L33
dp_2823,东风日产合资日产天籁,2.5,4,137,5016,L33
dp_2824,东风日产合资日产天籁,2.5,4,171,4850,J32
dp_2825,东风日产合资日产天籁,2.5,4,171,4930,J32
dp_2826,东风日产合资日产天籁,3.5,4,180,4845,J31
dp_2827,东风日产合资日产天籁,3.5,4,185,4930,J32
dp_2828,东风日产合资日产西玛,2.5,4,137,4903,A36
dp_2829,东风日产合资日产逍客,1.2,5,86,4384,J11
dp_2830,东风日产合资日产逍客,1.6,5,81,4315,J10
dp_2831,东风日产合资日产逍客,1.6,5,89,4315,J10
dp_2832,东风日产合资日产逍客,2.0,5,102,4315,J10
dp_2833,东风日产合资日产逍客,2.0,5,102,4353,J10
dp_2834,东风日产合资日产逍客,2.0,5,106,4315,J10
dp_2835,东风日产合资日产逍客,2.0,5,106,4354,J10
dp_2836,东风日产合资日产逍客,2.0,5,110,4384,J11
dp_2837,东风日产合资日产逍客,2.0,5,113,4401,J11
dp_2838,东风日产合资日产轩逸,1.6,4,80,4610,G11
dp_2839,东风日产合资日产轩逸,1.6,4,86,4665,G11
dp_2840,东风日产合资日产轩逸,1.6,4,91,4665,G11
dp_2841,东风日产合资日产轩逸,1.6,4,93,4610,B17
dp_2842,东风日产合资日产轩逸,1.6,4,93,4631,B17
dp_2843,东风日产合资日产轩逸,1.8,4,102,4610,B17
dp_2844,东风日产合资日产轩逸,1.8,4,102,4631,B17
dp_2845,东风日产合资日产轩逸,2.0,4,100,4610,G11
dp_2846,东风日产合资日产轩逸,2.0,4,105,4665,G11
dp_2847,东风日产合资日产轩逸,电动,4,80,4677,B17
dp_2848,东风日产合资日产阳光,1.5,4,82,4426,N17
dp_2849,东风日产合资日产阳光,1.5,4,82,4456,N17
dp_2850,东风日产合资日产阳光,2.0,4,107,4490,B15
dp_2851,东风日产合资日产颐达,1.6,4,80,4395,C11
dp_2852,东风日产合资日产颐达,1.6,4,80,4480,C11
dp_2853,东风英菲尼迪合资英菲尼迪Q50,2.0,4,155,4840,V37
dp_2854,东风英菲尼迪合资英菲尼迪Q50,2.0,4,155,4852,V37
dp_2855,东风英菲尼迪合资英菲尼迪Q50,2.0,4,155,4867,V37
dp_2856,东风英菲尼迪合资英菲尼迪QX50,2.0,5,180,4705,P71A
dp_2857,东风英菲尼迪合资英菲尼迪QX50,2.0,5,200,4705,P71A
dp_2858,东风英菲尼迪合资英菲尼迪QX50,2.5,5,173,4744,J50
