ba05b3f264eb6598f2e8b6c2401121cc,奥迪,一汽-大众奥迪,奥迪A4L,1.8T,手动变速箱(MT),2010,A4L
6adeddd2660464915c0128f4e6640c73,福迪,福迪汽车,探索者6,2.8TD,手动变速箱(MT),2011,探索者6
5309d899ef13d747b65d6e99a2391116,福迪,福迪汽车,探索者Ⅱ,2.8TD,手动变速箱(MT),2009,探索者Ⅱ
81e529c93a810b7bdb4de0d3aa0ae5d8,福迪,福迪汽车,探索者Ⅱ,2.8TD,手动变速箱(MT),2008,探索者Ⅱ
e2f05bd07ace76a7575418cb27c559a3,福迪,福迪汽车,探索者Ⅲ,2.8TD,手动变速箱(MT),2008,探索者Ⅲ
67bbc7ac8b5478d0f55f75c9acad9e4e,福迪,福迪汽车,探索者Ⅲ,2.8TD,手动变速箱(MT),2007,探索者Ⅲ
b6a8cf6c4470bdeaba919e473c36cc16,福迪,福迪汽车,探索者Ⅱ,2.8TD,手动变速箱(MT),2006,探索者Ⅱ
15a2203d646e4138154136a3a0e5aad2,福迪,福迪汽车,探索者Ⅲ,2.8TD,手动变速箱(MT),2006,探索者Ⅲ
eb6e12638638de1837ff2b3f64d4eb86,福迪,福迪汽车,探索者Ⅱ,2.8TD,手动变速箱(MT),2005,探索者Ⅱ
4e54c1f987e6a171ddee8aba28cc6fb7,福迪,福迪汽车,探索者Ⅲ,3.2TD,手动变速箱(MT),2006,探索者Ⅲ
fb7112dfff0f251ec362a81ad7e254a2,福迪,福迪汽车,雄狮,2.0TD,手动变速箱(MT),2011,雄师
daa4eb1e23f37c944277c08ab40962b8,福迪,福迪汽车,雄狮,2.2,手动变速箱(MT),2005,雄师
38ab39748ab844ee70cd8d387fd3e937,福迪,福迪汽车,雄师F16,2.4,手动变速箱(MT),2012,雄师F16
4e011145d8aff93424abdff49a4c86f5,福迪,福迪汽车,雄师F16,2.8TD,手动变速箱(MT),2012,雄师F16
770b55fa3908ce9e5a3e292c86852dd7,福迪,福迪汽车,雄狮,2.8TD,手动变速箱(MT),2005,雄师
dd3a67583fbdef58c248476b277b6b89,福迪,福迪汽车,飞越,2.2,手动变速箱(MT),2005,飞越
185501a58dfe34637c3d2109b9b24ed9,福迪,福迪汽车,飞越,2.4,手动变速箱(MT),2005,飞越
72d971507e9194fdc3909d21dea6f839,福迪,福迪汽车,飞越,3.2TD,手动变速箱(MT),2005,飞越
c77ac55983dbe4697d40e42e6c889d9e,菲斯克,菲斯克,-,2.0T,无级变速箱(CVT),2012,KARMA HYBRID [卡玛 油电混合]
e06708bca17325dc7072384306184add,GMC,GMC,-,3.6,自动变速箱(AT),2009,ACADIA [阿卡迪亚]
b3157ba9510bbd281fdb047664158452,GMC,GMC,-,3.6,自动变速箱(AT),2007,ACADIA [阿卡迪亚]
e059313d24bbc8e01197687514f6c698,GMC,GMC,-,2.8,手动变速箱(MT),2004,CANYON [峡谷]
6789ee9e890253b562cc776318695ca8,GMC,GMC,-,2.9,手动变速箱(MT),2007,CANYON [峡谷]
f868da778c87e54e84d7d60c5c65c5da,GMC,GMC,-,2.9,自动变速箱(AT),2007,CANYON [峡谷]
3bc8989c99e86d7747c98fa58d5f2d20,GMC,GMC,-,3.5,手动变速箱(MT),2004,CANYON [峡谷]
4cf23d9ac21d4c93f29255120238a015,GMC,GMC,-,3.5,自动变速箱(AT),2004,CANYON [峡谷]
ef3df5011273ae4aaed9ef95e6bac3b7,GMC,GMC,-,3.7,自动变速箱(AT),2004,CANYON [峡谷]
ad87f8ff1159f49a49b851eff5752edf,GMC,GMC,-,4.2,自动变速箱(AT),2008,ENVOY [使节]
2d41031d99ce3d8ded2d47601f5d3450,GMC,GMC,-,4.2,自动变速箱(AT),2003,ENVOY [使节]
583f47c8ce6b55dfcebe7cd95ad4f63d,GMC,GMC,-,4.2,自动变速箱(AT),2001,ENVOY [使节]
f62feddc66106ffa8089e8b4ec5af0b6,GMC,GMC,-,5.3,自动变速箱(AT),2008,ENVOY [使节]
ceab43b0e8eb86f1208f3064948d6ef5,GMC,GMC,-,5.3,自动变速箱(AT),2003,ENVOY [使节]
09020afe2ef36c30fb12bf5c19416b2c,GMC,GMC,-,5.3,自动变速箱(AT),2001,ENVOY [使节]
c3a81e381dd99a403d87e6cb430cfbed,GMC,GMC,SAVANA,5.3,手自一体变速箱(AT),2014,SAVANA [商务之星]
0ea88f8d4a00d8b3f64ab46d21d74ec8,GMC,GMC,SAVANA,5.3,手自一体变速箱(AT),2013,SAVANA [商务之星]
5a4b979aeb173114a71955d9f51407df,GMC,GMC,SAVANA,5.3,手自一体变速箱(AT),2011,SAVANA [商务之星]
891ce3609c39af23f72a780264a954bd,GMC,GMC,SAVANA,5.3,自动变速箱(AT),2010,SAVANA [商务之星]
78ddc4ebafc2776fff999f0432bbeecc,GMC,GMC,SAVANA,5.3,自动变速箱(AT),2009,SAVANA [商务之星]
71f3fa040b719b7f775cbaa6f2cc6dad,GMC,GMC,SAVANA,5.3,自动变速箱(AT),2008,SAVANA [商务之星]
2033ddb979cb926e138dc81015abf774,GMC,GMC,SAVANA,5.3,自动变速箱(AT),2007,SAVANA [商务之星]
3b9870f79c683f1c5e18e576ff96a2c6,GMC,GMC,SAVANA,5.3,自动变速箱(AT),2005,SAVANA [商务之星]
e05d69e6c72c80feb5bb7ef0706273b8,GMC,GMC,SAVANA,6,自动变速箱(AT),2011,SAVANA [商务之星]
6be1e4e3039cb5935576a5a4c0634b2d,GMC,GMC,SAVANA,6,手自一体变速箱(AT),2010,SAVANA [商务之星]
b8c931a2ac40142dcfad4058ef7bfd29,GMC,GMC,SAVANA,6,手自一体变速箱(AT),2009,SAVANA [商务之星]
cd5fbf4f69c11cefeb60598e63f8d253,GMC,GMC,SAVANA,6,手自一体变速箱(AT),2008,SAVANA [商务之星]
f17af725c224dd09de4bd54eaffe6dae,GMC,GMC,SAVANA,6,手自一体变速箱(AT),2007,SAVANA [商务之星]
c476e16b5e9a2f5d85f98fdee072dac1,GMC,GMC,SAVANA,6,手自一体变速箱(AT),2006,SAVANA [商务之星]
4e1129ab6112e4771fe2e27e1c08b4b0,GMC,GMC,SAVANA,6,手自一体变速箱(AT),2005,SAVANA [商务之星]
33a78da640620ecfd36eec1e59ded7f2,GMC,GMC,SAVANA,6,自动变速箱(AT),2003,SAVANA [商务之星]
02b5759489945e54bc53094f5affc9cf,GMC,GMC,SIERRA,4.3,自动变速箱(AT),2008,SIERRA 1500 [西拉 1500]
ad2cb8308ea968f0d5c18cd39def0df3,GMC,GMC,SIERRA,4.8,自动变速箱(AT),2008,SIERRA 1500 [西拉 1500]
7034292765c37f91069f5b3ac34ff5ee,GMC,GMC,SIERRA,5.3,自动变速箱(AT),2014,SIERRA 1500 [西拉 1500]
428dce3a74e6176d35e060af3fb75ccb,GMC,GMC,SIERRA,5.3,自动变速箱(AT),2008,SIERRA 1500 [西拉 1500]
9bed6fe4a7a6c784a449b8253f5a3d28,GMC,GMC,SIERRA,6,自动变速箱(AT),2008,SIERRA 1500 HYBRID [西拉 1500 油电混合]
a04a2b40244a450e4f9003c98e4c5825,GMC,GMC,SIERRA,6,自动变速箱(AT),2008,SIERRA 1500 [西拉 1500]
971e244b8722bb78179a85bdd65771ee,GMC,GMC,SIERRA,6,自动变速箱(AT),2008,SIERRA 2500HD HYBRID [西拉 2500HD 油电混合]
7d90eddfbeef42bd49d7803b85b9e598,GMC,GMC,SIERRA,6,自动变速箱(AT),2008,SIERRA 2500HD [西拉 2500HD]
e78a7de580cba44ec7facb6aa6085b62,GMC,GMC,SIERRA,6,自动变速箱(AT),2008,SIERRA 3500HD [西拉 3500HD]
c6cc7acfa92f8208d164c47ead870cca,GMC,GMC,SIERRA,6.2,手自一体变速箱(AT),2012,SIERRA 2500HD [西拉 2500HD]
047aad6ca39ef941a0b9dfe2bb78adac,GMC,GMC,SIERRA,6.2,自动变速箱(AT),2008,SIERRA 1500 [西拉 1500]
d2b56bdc629d9f0d94af885cb763ad99,GMC,GMC,SIERRA,6.6TD,自动变速箱(AT),2008,SIERRA 2500HD [西拉 2500HD]
46baa3bdc99126d4927f4c331f51da2f,GMC,GMC,SIERRA,6.6TD,自动变速箱(AT),2008,SIERRA 3500HD [西拉 3500HD]
4d89c129d2814ed03fbd141bebe91748,GMC,GMC,YUKON,4.8,自动变速箱(AT),2008,YUKON [育空河]
c88c9a339f7d93a3264187386eaff763,福迪,福迪汽车,揽福,1.9TD,自动变速箱(AT),2018,揽福
b5f69e321365a092288f9ddc4e8661fe,GMC,GMC,YUKON,5.3,自动变速箱(AT),2015,YUKON [育空河]
0f72e554fc37a14de25cb754be1b69ab,GMC,GMC,YUKON,5.3,自动变速箱(AT),2008,YUKON [育空河]
eb6559d025b32ca4775362e3f280fbde,GMC,GMC,YUKON,6,自动变速箱(AT),2008,YUKON HYBRID [育空河 油电混合]
4d9da3759d0834bb204fc2359c504868,GMC,GMC,YUKON,6,自动变速箱(AT),2008,YUKON [育空河]
be66bad19fb8e9890603e94a7a33a637,GMC,GMC,YUKON,6.2,自动变速箱(AT),2011,YUKON [育空河]
bae74797bf3b4014c9b387009f8b903f,GMC,GMC,YUKON,6.2,自动变速箱(AT),2008,YUKON [育空河]
1a8ef6963c7455e8a2738b1ee74c9f6b,海马,一汽海马,323,1.3,手动变速箱(MT),2000,323
7f0ab8bf7429ed4ffc1f510dbe29d514,海马,一汽海马,323,1.8,手动变速箱(MT),2002,323
1962efa17e15fa6c7e6b72140daa6a2d,海马,一汽海马,普力马,1.8,手动变速箱(MT),2003,普力马
d55956752c8c512826e2129a7e6c4624,海马,一汽海马,普力马,1.8,自动变速箱(AT),2003,普力马
ad9f1d2ffab4b173986c87a76865ca86,海马,一汽海马,普力马,1.8,自动变速箱(AT),2002,普力马
af0aae9bd8db7eb66f4c311c203f8c52,海马,一汽海马,普力马,1.8,手动变速箱(MT),2001,普力马
d2f267d5a8a90425f985eef6c7cee379,海马,一汽海马,普力马,1.8,自动变速箱(AT),2001,普力马
704d007b778b8866036edca16ad5a4be,海马,一汽海马,福美来,1.6,手动变速箱(MT),2013,福美来VS
5288d6f5eb72ffffd1fdcf80f9816ca7,海马,一汽海马,福美来,1.6,无级变速箱(CVT),2013,福美来VS
cb7048c407e021fbefe6c823ec307df3,海马,一汽海马,福美来,1.6,手动变速箱(MT),2012,福美来VS
49ec2298e2e87d927d5591a9cc739801,海马,一汽海马,福美来,1.6,无级变速箱(CVT),2012,福美来VS
35cf6a090e7d066842cfe19b0869f39c,海马,一汽海马,福美来,1.6,手动变速箱(MT),2005,福美来
fb5beb18ea29c4f3f563489bd5004030,海马,一汽海马,福美来,1.6,自动变速箱(AT),2005,福美来
d0362a4ca224e5369b0daa97c5fc172d,海马,一汽海马,福美来,1.6,手动变速箱(MT),2004,福美来
4131f3b247b0c86cee4197d0d554e1ab,海马,一汽海马,福美来,1.6,手动变速箱(MT),2003,福美来
949a1444680c1007553cb1b0ef910682,海马,一汽海马,福美来,1.8,自动变速箱(AT),2004,福美来
b64f0501ba0983c6365fdfa5d2b69caa,海马,一汽海马,福美来,1.8,自动变速箱(AT),2003,福美来
47cbafa5e93a9af74f798264ae17618b,海马,一汽海马,福美来,1.8,自动变速箱(AT),2002,福美来
1507a5ea3e91023b1dd3904fed150b34,海马,海马汽车,福仕达新鸿达,1.2,手动变速箱(MT),2011,新鸿达
7fb9f707b234255d1385b00808a05313,红旗,一汽红旗,红旗H7,2.5,手自一体变速箱(AT),2012,H7
d7a7661e5a039fe584803053c49c0963,红旗,一汽红旗,世纪星,1.8,手动变速箱(MT),2007,卓越者
465953a8d91b5e3eaf550b01e7d23428,红旗,一汽红旗,世纪星,1.8,手动变速箱(MT),2006,卓越者
6ab4a83e6bd6926d48b8cbd874571db6,红旗,一汽红旗,世纪星,2,手动变速箱(MT),2007,卓越者
fe96f99f4ee4d184880fa9dd8f5cf11f,红旗,一汽红旗,世纪星,2,手动变速箱(MT),2005,世纪星
04764be31b0ec2b3bcf53a50df59ce20,红旗,一汽红旗,世纪星,2,手动变速箱(MT),2004,卓越者
a4383da866a4b9759fe94e56f9249ea9,红旗,一汽红旗,世纪星,2,手动变速箱(MT),2000,世纪星
b4c1a4882b5eaa9d361c185f962b630d,红旗,一汽红旗,世纪星,2.0D,手动变速箱(MT),2000,世纪星
e664066d9c8bcf91503d1485495fa2d7,红旗,一汽红旗,世纪星,2.4,手动变速箱(MT),2003,世纪星
e867b73080b873a07feb36db38488389,红旗,一汽红旗,旗舰,4.6,无级变速箱(CVT),2002,旗舰
628088475196ed270a73b25fbd06d911,红旗,一汽红旗,新明仕,1.8,手动变速箱(MT),2008,明仕
04a90a7ef76349a84cbbd4705865dc2e,红旗,一汽红旗,新明仕,1.8,手动变速箱(MT),2006,明仕
3b557c12af79a952ceeea83c749ac2f7,红旗,一汽红旗,新明仕,1.8,手动变速箱(MT),2005,明仕
c01cd9ff37a711ad411ca53abeabc5da,红旗,一汽红旗,新明仕,1.8,手动变速箱(MT),2004,明仕
e216354bb24c39c3ce92c5d07bd4c1aa,红旗,一汽红旗,新明仕,1.8,手动变速箱(MT),2002,明仕
dc15089025d700583b496e81076e89f3,红旗,一汽红旗,新明仕,1.8,手动变速箱(MT),2001,明仕
bf6440b32701bc4a224d50f64b6b4c26,红旗,一汽红旗,红旗,1.8,手动变速箱(MT),2001,红旗
aa945e98b7ce2a821c2660d2d228b835,红旗,一汽红旗,红旗,1.8,手动变速箱(MT),2000,红旗
2c11ad2253a1df05bc180c9f36bbfb08,红旗,一汽红旗,红旗,2,手动变速箱(MT),2001,红旗
7c3348c6846f1e7b312ff88eaa58cd11,红旗,一汽红旗,红旗HQ3,3,手自一体变速箱(AT),2008,红旗HQ3
83cbebc7b948a315dc6e1658e5d88fa9,红旗,一汽红旗,红旗HQ3,3,手自一体变速箱(AT),2007,红旗HQ3
29f4247fbe4cf39138abb05fdb4deb73,红旗,一汽红旗,红旗HQ3,3,手自一体变速箱(AT),2006,红旗HQ3
f8c8e8038dfa3f8e792f600ff200fe07,红旗,一汽红旗,红旗HQ3,4.3,手自一体变速箱(AT),2007,红旗HQ3
4c16402282a1959a78d5d40f93fc9221,红旗,一汽红旗,红旗HQ3,4.3,手自一体变速箱(AT),2006,红旗HQ3
da5d4273d36b45630342c8e9428e569a,哈飞,哈飞汽车,中意V5,1,手动变速箱(MT),2007,中意
43e81c9a437d36a9e2ffebd48c5ead71,哈飞,哈飞汽车,中意V5,1,手动变速箱(MT),2006,中意
d15a3dbedaaee7c31450649e901df2e3,哈飞,哈飞汽车,中意V5,1,手动变速箱(MT),2005,中意
91019efe821aa51f1d4b5defda4afdc8,哈飞,哈飞汽车,中意V5,1,手动变速箱(MT),2005,中意B
850931826066a2a77ca8064420ae6b73,哈飞,哈飞汽车,中意V5,1.1,手动变速箱(MT),2008,中意
ffcaa96326f62cd925dbcb90e274127d,哈飞,哈飞汽车,中意V5,1.1,手动变速箱(MT),2007,中意
a462bbdb3e2140fc21c6dabd5b1d488a,哈飞,哈飞汽车,中意V5,1.1,手动变速箱(MT),2006,中意
b6359f006121e3d152cd27b7cdc1e92c,哈飞,哈飞汽车,中意V5,1.1,手动变速箱(MT),2005,中意
58fd9d3f406d0db4abf4ba81d095ed98,哈飞,哈飞汽车,中意V5,1.1,手动变速箱(MT),2003,中意
3aec11c56a4015b4c3a16283a60636ae,哈飞,哈飞汽车,中意V5,1.1,手动变速箱(MT),2000,中意
88562d42bbcf39ccb1f225d00d3ab3f6,哈飞,哈飞汽车,松花江,1,手动变速箱(MT),2008,松花江1012
5ddb17240b2ad51ac756261ead789d7d,哈飞,哈飞汽车,松花江,1,手动变速箱(MT),2008,松花江1016
471a554cbf128928061a35a3c3b041b5,哈飞,哈飞汽车,松花江,1,手动变速箱(MT),2004,松花江
59eb0bebcb2c70012b6bbcf7959db398,哈飞,哈飞汽车,松花江,1,手动变速箱(MT),2004,松花江1012
3b253353651884c9b9935ceb7ce6f057,哈飞,哈飞汽车,松花江,1,手动变速箱(MT),2004,松花江1016
39f41e571ad6b3f40c35df1e42bcf376,哈飞,哈飞汽车,松花江,1,手动变速箱(MT),2003,松花江1013
5c0267c51ed5c40239b8aed833735b01,哈飞,哈飞汽车,松花江,1,手动变速箱(MT),2000,松花江
356b8fcf43de7932afbc2bb7336d91b4,哈飞,哈飞汽车,松花江,1,手动变速箱(MT),2000,松花江1012
2eedfcbf4c6816670b0af3f43bdf6925,哈飞,哈飞汽车,松花江,1.1,手动变速箱(MT),2008,松花江1012
d8da6e97ca5d58b44d84fc8ba2da5f1d,哈飞,哈飞汽车,松花江,1.1,手动变速箱(MT),2008,松花江1016
685364b74d47ae8340ab8571cbdc1ac5,哈飞,哈飞汽车,松花江,1.1,手动变速箱(MT),2004,松花江1016
874cc230b90513dfc929de4e8710bd2f,哈飞,哈飞汽车,民意,1,手动变速箱(MT),2007,民意
26749307edfecd22b62835b27173f048,哈飞,哈飞汽车,民意,1,手动变速箱(MT),2006,民意
02de339545078d1a0e19288a38301222,哈飞,哈飞汽车,民意,1,手动变速箱(MT),2005,民意
0df82fd493ea49233054a8e2a90bba5b,哈飞,哈飞汽车,民意,1.1,手动变速箱(MT),2008,民意
dc26dfac5eb4149a370d35c636886ecd,哈飞,哈飞汽车,民意,1.1,手动变速箱(MT),2007,民意
2203582951ab21da50c48a7531fc3b8d,哈飞,哈飞汽车,民意,1.1,手动变速箱(MT),2006,民意
a0f65ec5c9a6ccc9e8c168c1925caafb,哈飞,哈飞汽车,民意,1.1,手动变速箱(MT),2005,民意
76c5ff41c0e2f4f3e82714f9ff742096,哈飞,哈飞汽车,民意,1.1,手动变速箱(MT),2003,民意
6fc07497ea02724c03638a4b9309a7ed,哈飞,哈飞汽车,民意,1.3,手动变速箱(MT),2007,民意
7793d49ad78260637201b4d8ee593e22,哈飞,哈飞汽车,民意,1.3,手动变速箱(MT),2006,民意
15bde9663ebc6665ecae2bd97a408596,哈飞,哈飞汽车,民意,1.3,手动变速箱(MT),2005,民意
be8a82dae7d30fa7417209ad2b6e0c11,哈飞,哈飞汽车,百利,0.9,手动变速箱(MT),2001,百利
72409b8ccad9e8b23fe53c91f091fbf8,哈飞,哈飞汽车,赛豹III,1.6,手动变速箱(MT),2009,赛豹III
b584f6d9424ee27068a0e19509ee31ec,哈飞,哈飞汽车,赛豹III,1.6,自动变速箱(AT),2008,赛豹III
df351f600ed2feb7ab085bb22fa62523,哈飞,哈飞汽车,赛豹V,1.6,手动变速箱(MT),2006,赛豹V
42f15b2b7fdc640c5e52dc1ee11292e2,哈飞,哈飞汽车,赛马,1.3,手动变速箱(MT),2008,赛马
95414b3ca7d3a8e71018c0123e03b000,哈飞,哈飞汽车,赛马,1.3,手动变速箱(MT),2006,赛马
018f3e1c900d34b97ea1a302e1429d2e,哈飞,哈飞汽车,赛马,1.3,手动变速箱(MT),2005,赛马
5c5bb39403fcc991f13ade1ea6aadb55,哈飞,哈飞汽车,赛马,1.3,手动变速箱(MT),2003,赛马
5036deaf6e0565dbb16a41935be75620,哈飞,哈飞汽车,赛马,1.3,手动变速箱(MT),2001,赛马
eab55357499dba4484dbd17c1f53365c,哈飞,哈飞汽车,赛马,1.6,手动变速箱(MT),2008,赛马
082acdf9018db27ba537b731834f1df0,哈飞,哈飞汽车,赛马,1.6,自动变速箱(AT),2008,赛马
44b453187ca88fbe3f590d08d0f3c965,哈飞,哈飞汽车,赛马,1.6,手动变速箱(MT),2006,赛马
ce246984fe4a7dff56be9bc0658a684b,哈飞,哈飞汽车,赛马,1.6,自动变速箱(AT),2006,赛马
5df8c65c490aa93ecf1eb8050178ddb9,哈飞,哈飞汽车,赛马,1.6,手动变速箱(MT),2005,赛马
cce0f754a095473d600443bf6e2a9884,哈飞,哈飞汽车,赛马,1.6,手动变速箱(MT),2003,赛马
eabeb32256e41f9b38f13938342f0c71,哈飞,哈飞汽车,赛马,1.6,自动变速箱(AT),2003,赛马
e2bcaeb87886218e5d0099b34d4d1caf,哈飞,哈飞汽车,赛马,1.6,手动变速箱(MT),2002,赛马
8d13b5bdf2fb6fd8b50f7c85ca452a28,哈飞,哈飞汽车,赛马,1.6,自动变速箱(AT),2002,赛马
2530c7c533c31dcc4030d73a0a444be2,哈飞,哈飞汽车,路宝,1,手动变速箱(MT),2007,路宝
f6f8adce53071b67f240b4450c2856fc,哈飞,哈飞汽车,路宝,1,手动变速箱(MT),2006,路宝
6c53f9d0f5a15670faecc68b3193c402,哈飞,哈飞汽车,路宝,1,手动变速箱(MT),2003,路宝
e9db045828797f48d7785f9e464a249c,哈飞,哈飞汽车,路宝,1.1,自动变速箱(AT),2010,路宝 灵动
047a2d37e968b23a0efd08405a1130f9,哈飞,哈飞汽车,路宝,1.1,自动变速箱(AT),2008,路宝 节油Π
2828379e9c8d426a9a46c1f1ffb0f6c4,哈飞,哈飞汽车,路宝,1.1,手动变速箱(MT),2007,路宝
bfd34ca3b3814305fea574c3eb4b16de,哈飞,哈飞汽车,路宝,1.1,手动变速箱(MT),2006,路宝
4a5f1bace7fe154e5fdc00c4aead8c7d,哈飞,哈飞汽车,路宝,1.1,手动变速箱(MT),2003,路宝
dce889ab753c0bab69717e2cd3128cac,哈飞,哈飞汽车,路宝,1.3,手动变速箱(MT),2006,路宝
8f5eae937bc58ded9aa9cedf6f743400,哈飞,哈飞汽车,路尊大霸王,1.5,手动变速箱(MT),2010,路尊大霸王
29a6e295dba23354f8f75e15ec1bc439,哈飞,哈飞汽车,路尊大霸王,1.5,手动变速箱(MT),2008,路尊大霸王
f04d70f72a43d0ed9954ba42696fcc14,哈飞,哈飞汽车,哈飞小霸王,1.1,手动变速箱(MT),2010,哈飞小霸王
82ce8c45c53612b2fea017e81d8aef80,哈飞,哈飞汽车,哈飞小霸王,1.1,手动变速箱(MT),2009,哈飞小霸王
5bc3b6806209cd07b8b139cc9367ee33,悍马,悍马,H1,6.0TD,自动变速箱(AT),2004,H1
7a5a5695d14b3cc713b71e8941f48aa0,悍马,悍马,H1,6.6TD,自动变速箱(AT),2006,H1
36438cd9261901bf7f75bb3274ce4c31,悍马,悍马,悍马H2,3.7,自动变速箱(AT),2008,H2
708b4173cedde5dea628649cfd03b844,悍马,悍马,悍马H2,6,自动变速箱(AT),2006,H2
0526afed379a6ea5ffd708d508bddcac,悍马,悍马,悍马H2,6,自动变速箱(AT),2002,H2
2c9c0b83b2d9c7b0087e1fc62a8e3b6f,悍马,悍马,悍马H2,6,自动变速箱(AT),2001,H2
52dbb62050857ea7a6ef9152e2df6190,悍马,悍马,悍马H2,6.2,自动变速箱(AT),2007,H2
11e9a3026f3b347d1dc24ebdde1e6e34,悍马,悍马,悍马H3,3.7,自动变速箱(AT),2010,H3
59be72018dec9795194c56e9251bab11,悍马,悍马,悍马H3,3.7,手动变速箱(MT),2009,H3
826d369e35170087e3bba7b4c7f0f720,悍马,悍马,悍马H3,3.7,自动变速箱(AT),2009,H3
07e5038ad160a29503555eb7c3bf24c8,悍马,悍马,悍马H3,3.7,自动变速箱(AT),2007,H3
93449555b7cc6d673d8a68fc076ae080,悍马,悍马,悍马H3,5.3,自动变速箱(AT),2007,H3
922039d25a44089335e51645d6e877eb,悍马,悍马,悍马H3,5.3,自动变速箱(AT),2005,H3
58af51b7287fec2becdd5cc0dfcf66e2,悍马,悍马,HUMMER LIMOUSINE [悍马加长版],6,自动变速箱(AT),2007,HUMMER LIMOUSINE [悍马加长版]
cf2bf00e1b58515d6a03f187b9931e34,悍马,悍马,HUMMER LIMOUSINE [悍马加长版],6.2,自动变速箱(AT),2010,HUMMER LIMOUSINE [悍马加长版]
7c63432dd8f42fdd0507d9162f4f3461,华泰,华泰汽车,吉田,3,自动变速箱(AT),2005,吉田
bf4d9b5a780f8a26dee4956257776782,华泰,华泰汽车,吉田,3,自动变速箱(AT),2003,吉田
fb6db04a95fa55ab451f254d64317268,华泰,华泰汽车,吉田,3,手动变速箱(MT),2001,吉田
f844c55f32b5f064430fd36b399658a6,华泰,华泰汽车,圣达菲,1.5T,自动变速箱(AT),2017,圣达菲
d327fe3166a70ccf077435a2dcee34fd,华泰,华泰汽车,圣达菲,1.5T,自动变速箱(AT),2016,圣达菲
b1c14e1d663c46bca61f701ad18dea8c,华泰,华泰汽车,圣达菲,2.0TD,手动变速箱(MT),2015,圣达菲
1f574253c703d6dbd87b7df37aed6d67,华泰,华泰汽车,圣达菲,2.0TD,手动变速箱(MT),2011,圣达菲
2f756bcb0ad1677cd655a86d1febf4ed,华泰,华泰汽车,宝利格,2.0TD,手动变速箱(MT),2011,宝利格
94c7ba4a721608243c7f057b3eb6866a,华泰,华泰汽车,宝利格,2.0TD,手自一体变速箱(AT),2011,宝利格
53e6876600f4fa2270244482db9bee3d,华泰,华泰汽车,特拉卡,2.4,手动变速箱(MT),2010,特拉卡T9
4801919d15480ccc45a8605fff2593fa,华泰,华泰汽车,特拉卡,2.5TD,手动变速箱(MT),2005,特拉卡
562f71a02b86575550c3a96b55819eb6,华泰,华泰汽车,特拉卡,2.5TD,手动变速箱(MT),2003,特拉卡
0f796ead31afd21dc5791c2edc72fdfc,华泰,华泰汽车,特拉卡,2.5TD,自动变速箱(AT),2003,特拉卡
34e5d411182d16af491e19de2c6ff654,华泰,华泰汽车,特拉卡,3.5,手动变速箱(MT),2005,特拉卡
c5531e84962d3e919d3cd97382951742,华泰,华泰汽车,特拉卡,3.5,自动变速箱(AT),2005,特拉卡
356cafed076f7bb601f29a53e55fd0c8,华泰,华泰汽车,特拉卡,3.5,自动变速箱(AT),2003,特拉卡
e07886a3c9644669db022f238d0b6376,黑豹,黑豹,-,1.6,手动变速箱(MT),2002,旅行家
90e63e06534662531119234e2b32ee95,黑豹,黑豹,-,1.6,手动变速箱(MT),2002,黑豹
bd0b279eab25511ab21640c104c6b297,黑豹,黑豹,-,1.8,手动变速箱(MT),2002,黑豹
f5b2a8b4e24ae0861489e8bf12a2589f,黑豹,黑豹,-,2,手动变速箱(MT),2002,黑豹
a1c6d71671cb23d94f7ecd0fb5c6800c,黑豹,黑豹,-,2.2,手动变速箱(MT),2002,黑豹
48d95b36285d417d87a0e2c290a953ab,黄海,曙光汽车,翱龙CUV,2.4,手动变速箱(MT),2005,翱龙CUV
0a291b0e9163a852e365e125fe4a98a3,黄海,曙光汽车,翱龙CUV,3.2TD,手动变速箱(MT),2005,翱龙CUV
e3aa8703bfaf2672e6230f8d85599268,黄海,曙光汽车,大柴神,2.2,手动变速箱(MT),2006,大柴神
f71def898f631679f01a7c99a476c202,黄海,曙光汽车,大柴神,2.4,手动变速箱(MT),2010,大柴神
cd54a15d8e673f0f613c9bd60aaaf9e9,黄海,曙光汽车,大柴神,3.2TD,手动变速箱(MT),2006,大柴神
e95453d4860d7c3d603937caee7eb74c,黄海,曙光汽车,小柴神,2.7TD,手动变速箱(MT),2007,小柴神
29586ecff96c7951fd0a2618d36a560d,黄海,曙光汽车,挑战者SUV,2,手动变速箱(MT),2009,挑战者
437c99cc744b32567986fb19b3d004b0,黄海,曙光汽车,挑战者SUV,2,手动变速箱(MT),2008,挑战者
88d5be8c52986a89bb25f1022168a049,黄海,曙光汽车,挑战者SUV,2,手动变速箱(MT),2006,挑战者
c3b049290acc6fe19b737913f9514f9b,黄海,曙光汽车,挑战者SUV,2.2,手动变速箱(MT),2003,挑战者
4ab7f61d52e58873147e379addeffe84,黄海,曙光汽车,挑战者SUV,2.4,手动变速箱(MT),2003,挑战者
436dfd07ea5703be7b7cd82e7a914ad5,黄海,曙光汽车,挑战者SUV,2.4TD,手动变速箱(MT),2009,挑战者
c5a9f26883d7c8badf1f3260054121b0,黄海,曙光汽车,挑战者SUV,2.5TD,手动变速箱(MT),2009,挑战者
